Column,Type,Name,Size,Score,P value,Benj. Hoch. FDR,Mean,Median
B_cells avg_logFC,GOBP name,DNA conformation change,42,0.343687357,0.000117257,0.037679739,0.12796214,0.1197806
Cd4+_T_cells avg_logFC,GOBP name,antigen receptor-mediated signaling pathway,53,0.33729368,2.19E-05,0.056365852,0.140206065,0.156819001
Alveolar_macrophage avg_logFC,KEGG name,Allograft rejection,32,0.336834257,0.000978506,0.014111082,0.119906252,0.050341655
Alveolar_macrophage avg_logFC,GOCC name,vacuolar membrane,116,0.336349642,4.11E-10,4.90E-07,0.101666976,0.092033748
Alveolar_macrophage avg_logFC,GOBP name,icosanoid metabolic process,39,0.334952168,0.000296659,0.044861001,0.070712562,0.06093787
Type_2_pneumocytes avg_logFC,GOMF name,core promoter proximal region DNA binding,37,0.3346827,0.000427942,0.025769882,0.058742948,0.054366902
Type_2_pneumocytes avg_logFC,GOCC name,basal plasma membrane,23,0.334092134,0.005549927,0.085915759,0.05612207,0.05694842
Type_2_pneumocytes avg_logFC,KEGG name,Acute myeloid leukemia,54,0.332712289,2.36E-05,0.000380026,0.063372533,0.051068751
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of leukocyte mediated cytotoxicity,27,0.332685368,0.002773896,0.077510789,0.105412144,0.047409639
Type_2_pneumocytes avg_logFC,GOBP name,regulation of RNA stability,33,0.331394614,0.000987404,0.034772175,0.067568959,0.045538999
Type_2_pneumocytes avg_logFC,KEGG name,Antigen processing and presentation,56,0.331318235,1.81E-05,0.000353979,0.094219278,0.04458203
Type_2_pneumocytes avg_logFC,GOBP name,leukocyte cell-cell adhesion,28,0.330447665,0.002477614,0.07156546,0.082124876,0.065534696
B_cells avg_logFC,Keywords,Nitration,35,0.330064625,0.000730982,0.01980613,0.132494859,0.075957723
vascular_endothelial_cells avg_logFC,KEGG name,Type I diabetes mellitus,30,0.329684426,0.001784991,0.048908742,0.158738445,0.110662267
Alveolar_macrophage avg_logFC,GOBP name,negative regulation of NF-kappaB transcription factor activity,48,0.329054259,8.08E-05,0.018051448,0.074151519,0.06528024
Type_2_pneumocytes avg_logFC,GOBP name,antigen processing and presentation,60,0.328853483,1.06E-05,0.000808578,0.101604759,0.03314834
Mki67+_proliferating_cells avg_logFC,GOBP name,antigen processing and presentation,52,0.328494104,4.24E-05,0.039647429,0.19706595,0.165672351
Type_2_pneumocytes avg_logFC,GOMF name,RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity involved in positive regulation of transcription,50,0.327770752,6.11E-05,0.005190799,0.063691892,0.040443666
Type_2_pneumocytes avg_logFC,GOMF name,transcription regulatory region sequence-specific DNA binding,105,0.327747295,6.67E-09,1.38E-06,0.051214904,0.02987464
Alveolar_macrophage avg_logFC,GOCC name,melanosome,77,0.327371651,6.96E-07,9.21E-05,0.107328866,0.062838778
Alveolar_macrophage avg_logFC,GOCC name,pigment granule,77,0.327371651,6.96E-07,8.29E-05,0.107328866,0.062838778
Alveolar_macrophage avg_logFC,GOBP name,positive regulation of proteasomal ubiquitin-dependent protein catabolic process,35,0.326674925,0.000827647,0.093524063,0.083062082,0.063336194
Interstitial macrophages,KEGG name,Natural killer cell mediated cytotoxicity,88,0.326554928,1.24E-07,3.41E-05,0.127086339,0.1182108
Type_2_pneumocytes avg_logFC,GOMF name,core promoter binding,44,0.326093202,0.000182818,0.012882834,0.048353102,0.032259145
B_cells avg_logFC,KEGG name,T cell receptor signaling pathway,92,0.326086957,6.71E-08,6.13E-06,0.109067982,0.105910003
Alveolar_macrophage avg_logFC,GOBP name,cellular response to organic cyclic compound,37,0.324934817,0.000628433,0.076025554,0.096378421,0.041984659
Type_2_pneumocytes avg_logFC,GOBP name,cytosolic calcium ion transport,27,0.324813227,0.003489644,0.088821816,0.044021464,0.042584032
Plasma_cells avg_logFC,GOMF name,sequence-specific DNA binding RNA polymerase II transcription factor activity,86,0.321300094,2.74E-07,0.000303016,0.125369709,0.11096365
Type_2_pneumocytes avg_logFC,GOBP name,lymphocyte proliferation,44,0.320725375,0.000233183,0.011583666,0.061885198,0.044806685
Alveolar_macrophage avg_logFC,KEGG name,Phagosome,131,0.320522375,2.52E-10,6.90E-08,0.097586231,0.045633599
Type_2_pneumocytes avg_logFC,GOMF name,RNA polymerase II regulatory region DNA binding,80,0.318498315,8.54E-07,0.000108798,0.050807592,0.0330339
Type_2_pneumocytes avg_logFC,GOBP name,eye morphogenesis,35,0.318170528,0.001126432,0.039000352,0.049779557,0.02566375
Ciliated_cells avg_logFC,Keywords,Hydrogeniontransport,34,0.31745349,0.001362561,0.059638245,0.070920026,0.0668789
Mki67+_proliferating_cells avg_logFC,GOBP name,positive regulation of cytokine biosynthetic process,45,0.316892084,0.000237871,0.087358005,0.177352922,0.130096301
Megakaryocytes avg_logFC,GOCC name,contractile fiber part,51,0.31651401,9.69E-05,0.057775049,0.626590494,0.653047502
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of leukocyte mediated immunity,44,0.3138525,0.000316757,0.014941357,0.091711273,0.0217614
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of lymphocyte mediated immunity,44,0.3138525,0.000316757,0.014873132,0.091711273,0.0217614
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Type II diabetes mellitus,25,0.313079376,0.006760949,0.071250006,0.13922222,0.146271706
Type_2_pneumocytes avg_logFC,KEGG name,Prion diseases,28,0.311844621,0.004294133,0.021392591,0.056472257,0.030991389
Type_2_pneumocytes avg_logFC,KEGG name,Asthma,18,0.311408334,0.022188992,0.086854056,0.047341859,0.023893241
Type_2_pneumocytes avg_logFC,GOBP name,actin filament bundle assembly,30,0.311402746,0.003161562,0.084223693,0.049139236,0.033905854
Neutrophils,KEGG name,Natural killer cell mediated cytotoxicity,59,0.309698867,4.09E-05,0.011210965,0.385615164,0.426223189
B_cells avg_logFC,GOBP name,regulation of B cell proliferation,45,0.309280661,0.00033393,0.071537523,0.14360311,0.082628056
Cd4+_T_cells avg_logFC,KEGG name,Natural killer cell mediated cytotoxicity,95,0.30919481,1.99E-07,2.72E-05,0.159809646,0.094022237
Type_2_pneumocytes avg_logFC,GOBP name,neutrophil chemotaxis,33,0.308839437,0.002141369,0.06419738,0.086975841,0.039502189
Type_2_pneumocytes avg_logFC,KEGG name,Adipocytokine signaling pathway,57,0.308782925,5.55E-05,0.000760631,0.051011525,0.048844211
Type_2_pneumocytes avg_logFC,KEGG name,Shigellosis,56,0.308495536,6.55E-05,0.000780645,0.057016357,0.05174073
Cd4+_T_cells avg_logFC,KEGG name,T cell receptor signaling pathway,97,0.307844983,1.68E-07,4.60E-05,0.145160065,0.109295897
Neutrophils,KEGG name,ErbB signaling pathway,39,0.307742486,0.000902828,0.061843724,0.377572462,0.4156515
Type_2_pneumocytes avg_logFC,GOCC name,intermediate filament cytoskeleton,32,0.306940662,0.002659995,0.051978921,0.042105937,0.03407192
B_cells avg_logFC,GOBP name,chromosome segregation,70,0.306900548,9.17E-06,0.007860066,0.122018015,0.09178837
B_cells avg_logFC,KEGG name,Acute myeloid leukemia,52,0.306182512,0.000135206,0.002315409,0.119966038,0.105574302
Type_2_pneumocytes avg_logFC,GOBP name,immune response-regulating cell surface receptor signaling pathway,64,0.306025943,2.31E-05,0.001606146,0.056856598,0.042584276
Alveolar_macrophage avg_logFC,GOCC name,vacuolar part,139,0.305893456,5.06E-10,3.02E-07,0.094751758,0.064562619
Alveolar_macrophage avg_logFC,GOBP name,ceramide metabolic process,46,0.30555718,0.000338601,0.049039875,0.081237624,0.0576347
B_cells avg_logFC,KEGG name,VEGF signaling pathway,57,0.304659276,7.02E-05,0.00160394,0.09873196,0.095646821
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of cell killing,30,0.30454642,0.003894414,0.095804439,0.098001175,0.033855154
Type_2_pneumocytes avg_logFC,GOBP name,mononuclear cell proliferation,45,0.304350628,0.000413166,0.018552799,0.060339495,0.041522872
Interstitial macrophages,KEGG name,Intestinal immune network for IgA production,31,0.303779743,0.003435569,0.055373289,0.125405696,0.071190387
Type_2_pneumocytes avg_logFC,KEGG name,Type I diabetes mellitus,38,0.303636097,0.001202493,0.007662395,0.10961901,0.039563704
Cd4+_T_cells avg_logFC,GOBP name,immune response-activating cell surface receptor signaling pathway,57,0.303039004,7.69E-05,0.087830198,0.128204772,0.148075894
Alveolar_macrophage avg_logFC,GOBP name,negative regulation of sequence-specific DNA binding transcription factor activity,86,0.302552242,1.26E-06,0.001298588,0.071121036,0.061679464
Type_2_pneumocytes avg_logFC,GOBP name,cytokine-mediated signaling pathway,87,0.302363933,1.10E-06,0.000107976,0.06391149,0.040930461
Interstitial macrophages,Keywords,Adaptiveimmunity,46,0.302293229,0.000393368,0.074608713,0.103664465,0.091569014
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Allograft rejection,26,0.301782844,0.007761779,0.070890911,0.118518635,0.105149083
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Type I diabetes mellitus,31,0.301717975,0.003663585,0.052832754,0.117029654,0.092745468
Cd4+_T_cells avg_logFC,GOBP name,immune response-regulating cell surface receptor signaling pathway,60,0.300304847,5.83E-05,0.085637642,0.125068947,0.13830895
B_cells avg_logFC,KEGG name,Leishmaniasis,54,0.300145682,0.000137559,0.00221713,0.099427516,0.1119023
Type_2_pneumocytes avg_logFC,GOBP name,regulation of mRNA stability,31,0.299571213,0.003898181,0.09566825,0.064905869,0.041102588
Type_2_pneumocytes avg_logFC,KEGG name,B cell receptor signaling pathway,69,0.298656769,1.80E-05,0.000379625,0.064075091,0.038459729
Type_2_pneumocytes avg_logFC,Keywords,Integrin,31,0.297782422,0.004117052,0.035493976,0.056109897,0.029874951
non-classical_monocyte_(Ly6c2-) avg_logFC,GOMF name,receptor signaling protein activity,54,0.297565293,0.000158172,0.037418939,0.213492685,0.1881404
Alveolar_macrophage avg_logFC,KEGG name,Type I diabetes mellitus,35,0.297500456,0.00232842,0.026582793,0.105526329,0.039846919
Type_2_pneumocytes avg_logFC,GOBP name,leukocyte chemotaxis,68,0.297465133,2.23E-05,0.001594968,0.079780361,0.030738736
Type_2_pneumocytes avg_logFC,GOBP name,positive regulation of adaptive immune response,47,0.297183769,0.000425148,0.018925531,0.091025649,0.02322213
Type_2_pneumocytes avg_logFC,KEGG name,Pancreatic cancer,68,0.296691454,2.35E-05,0.000401733,0.057596768,0.04305516
Cd4+_T_cells avg_logFC,KEGG name,Allograft rejection,33,0.296581119,0.003207639,0.051699587,0.176986472,0.086612523
CD8+_T_cells avg_logFC,KEGG name,Natural killer cell mediated cytotoxicity,92,0.296502009,9.20E-07,0.000252216,0.149794039,0.152072199
CD209+/Cd11b+_dendritic_cells avg_logFC,GOBP name,macromolecule methylation,71,0.295848495,1.68E-05,0.043163869,0.136096783,0.177030802
Alveolar_macrophage avg_logFC,KEGG name,Autoimmune thyroid disease,33,0.294584395,0.003414411,0.034649948,0.09410986,0.02763552
B_cells avg_logFC,KEGG name,Long-term depression,42,0.294135582,0.000979143,0.013414253,0.122106199,0.081738882
Alveolar_macrophage avg_logFC,GOBP name,positive regulation of proteolysis,55,0.293819259,0.000165165,0.029796404,0.078001048,0.040598769
Type_2_pneumocytes avg_logFC,KEGG name,Staphylococcus aureus infection,37,0.293236664,0.002028393,0.011578742,0.056063511,0.022316361
Type_2_pneumocytes avg_logFC,GOBP name,immune response-activating cell surface receptor signaling pathway,61,0.29320264,7.52E-05,0.004521164,0.056788697,0.043456171
Alveolar_macrophage avg_logFC,KEGG name,Long-term potentiation,50,0.293076302,0.000339288,0.008451351,0.0803326,0.064272709
Type_2_pneumocytes avg_logFC,GOBP name,regulation of alpha-beta T cell differentiation,34,0.292849472,0.003130343,0.084486386,0.04509578,0.029950849
Type_2_pneumocytes avg_logFC,KEGG name,Cytosolic DNA-sensing pathway,44,0.292190095,0.000800455,0.005771702,0.054439958,0.035415566
Alveolar_macrophage avg_logFC,Keywords,Lysosome,160,0.291619357,2.09E-10,1.19E-07,0.109261491,0.074834097
Type_2_pneumocytes avg_logFC,GOCC name,PML body,73,0.291342555,1.69E-05,0.000839764,0.051438316,0.03944885
Type_2_pneumocytes avg_logFC,KEGG name,Leishmaniasis,60,0.291151547,9.65E-05,0.00101661,0.069163179,0.03508768
Interstitial macrophages,KEGG name,B cell receptor signaling pathway,67,0.289198215,4.33E-05,0.001187157,0.108830825,0.110373497
B_cells avg_logFC,KEGG name,Natural killer cell mediated cytotoxicity,91,0.288525051,2.02E-06,9.24E-05,0.124327046,0.105732903
Type_2_pneumocytes avg_logFC,GOBP name,"G-protein signaling, coupled to cAMP nucleotide second messenger",48,0.288501972,0.000545992,0.02291608,0.045905137,0.021389076
Cd4+_T_cells avg_logFC,KEGG name,Autoimmune thyroid disease,32,0.288230924,0.00479476,0.065688218,0.16471915,0.084975511
Interstitial macrophages,GOBP name,regulation of B cell activation,71,0.288114534,2.75E-05,0.040470605,0.091592322,0.097380377
Type_2_pneumocytes avg_logFC,GOBP name,regulation of multicellular organism growth,58,0.288092432,0.000148412,0.00782628,0.047757101,0.036179926
Type_2_pneumocytes avg_logFC,KEGG name,Jak-STAT signaling pathway,113,0.287306635,1.35E-07,7.38E-06,0.048999636,0.033480879
CD209+/Cd11b+_dendritic_cells avg_logFC,GOBP name,methylation,84,0.28627887,5.98E-06,0.061473831,0.131977403,0.16667445
Type_2_pneumocytes avg_logFC,GOBP name,synaptic vesicle transport,35,0.285894782,0.003428011,0.087905834,0.041924824,0.025568699
Type_2_pneumocytes avg_logFC,KEGG name,Chagas disease (American trypanosomiasis),94,0.285709601,1.71E-06,7.82E-05,0.058341506,0.03186739
Alveolar_macrophage avg_logFC,KEGG name,Lysosome,105,0.285215165,4.56E-07,4.16E-05,0.131504734,0.07597626
Type_2_pneumocytes avg_logFC,GOMF name,RNA polymerase II core promoter proximal region sequence-specific DNA binding transcription factor activity,73,0.284832205,2.60E-05,0.002607577,0.060090984,0.02987464
Alveolar_macrophage avg_logFC,GOBP name,sphingoid metabolic process,52,0.284324205,0.000392773,0.054579555,0.075225555,0.05090972
Type_2_pneumocytes avg_logFC,KEGG name,Chemokine signaling pathway,152,0.284084453,1.55E-09,1.41E-07,0.059272313,0.038290955
Type_2_pneumocytes avg_logFC,Keywords,Adaptiveimmunity,56,0.283258449,0.00024696,0.003603076,0.049008962,0.03622284
Cd4+_T_cells avg_logFC,KEGG name,Viral myocarditis,52,0.283020206,0.00041911,0.014354504,0.137569224,0.094076622
Type_2_pneumocytes avg_logFC,GOBP name,antigen receptor-mediated signaling pathway,55,0.282016521,0.000298386,0.01413967,0.056172129,0.043456171
Interstitial macrophages,KEGG name,Antigen processing and presentation,53,0.281827368,0.000391032,0.009740244,0.130523199,0.080015793
Type_2_pneumocytes avg_logFC,GOBP name,leukocyte proliferation,49,0.281774705,0.000646317,0.025961245,0.056293091,0.03944885
Type_2_pneumocytes avg_logFC,GOBP name,regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains,76,0.281348705,2.25E-05,0.00159362,0.079116931,0.022569285
Mki67+_proliferating_cells avg_logFC,KEGG name,Amyotrophic lateral sclerosis (ALS),36,0.280608313,0.003594399,0.070347529,0.132354007,0.159203596
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Graft-versus-host disease,28,0.280477789,0.010243494,0.085052037,0.109002885,0.105149083
Alveolar_macrophage avg_logFC,KEGG name,Antigen processing and presentation,55,0.280208289,0.000327424,0.008971425,0.115961789,0.036082689
classical_monocyte_(Ly6c2+) avg_logFC,Keywords,ER-Golgitransport,70,0.279203809,5.52E-05,0.006279736,0.226919612,0.246232592
Type_2_pneumocytes avg_logFC,GOBP name,negative regulation of MAP kinase activity,43,0.278692194,0.00157064,0.050471535,0.056850816,0.043456171
CD8+_T_cells avg_logFC,KEGG name,Apoptosis,75,0.277813795,3.26E-05,0.002973505,0.112445918,0.127571195
Natural_Killer_cells avg_logFC,GOBP name,T cell activation,112,0.276336712,4.73E-07,0.002429555,0.169710439,0.118418653
Type_2_pneumocytes avg_logFC,GOBP name,regulation of cell shape,86,0.276019326,9.76E-06,0.000760546,0.045117636,0.034418939
B_cells avg_logFC,Keywords,Chromosomepartition,36,0.274163029,0.004436731,0.097096157,0.116720636,0.083134398
Type_2_pneumocytes avg_logFC,GOBP name,receptor-mediated endocytosis,57,0.274123825,0.000345417,0.016072064,0.044905258,0.035942301
Type_2_pneumocytes avg_logFC,GOBP name,leukocyte migration,87,0.273987788,1.01E-05,0.000774674,0.069946822,0.029874951
Type_2_pneumocytes avg_logFC,GOBP name,amine transport,50,0.27326179,0.000832309,0.031122302,0.051180065,0.02540187
Cd103+/Cd11b-_dendritic_cells avg_logFC,KEGG name,Fc epsilon RI signaling pathway,52,0.272939133,0.000670324,0.036733756,0.138979592,0.127147101
Ciliated_cells avg_logFC,KEGG name,Pathogenic Escherichia coli infection,43,0.272071905,0.002030657,0.092733324,0.085818952,0.052989408
Type_2_pneumocytes avg_logFC,GOBP name,cytoskeleton-dependent intracellular transport,54,0.272071259,0.000545435,0.022986517,0.038641775,0.02842073
Type_2_pneumocytes avg_logFC,GOBP name,protein ubiquitination involved in ubiquitin-dependent protein catabolic process,44,0.270956008,0.001877255,0.058144025,0.033478586,0.030559169
Mki67+_proliferating_cells avg_logFC,KEGG name,Cell cycle - yeast,59,0.270621329,0.000328803,0.015015349,0.135853026,0.156536296
non-classical_monocyte_(Ly6c2-) avg_logFC,KEGG name,Fc epsilon RI signaling pathway,50,0.270076112,0.000966707,0.066219427,0.215846229,0.220317356
Type_2_pneumocytes avg_logFC,KEGG name,T cell receptor signaling pathway,101,0.269046791,3.02E-06,9.20E-05,0.04835918,0.03553357
Type_2_pneumocytes avg_logFC,GOCC name,nuclear speck,137,0.268149019,6.15E-08,4.88E-06,0.047112847,0.040772568
Type_2_pneumocytes avg_logFC,KEGG name,Renal cell carcinoma,66,0.26776474,0.00016959,0.001659557,0.057257549,0.03850884
Type_2_pneumocytes avg_logFC,KEGG name,Viral myocarditis,63,0.267481419,0.000242124,0.002140065,0.08468839,0.037841409
Alveolar_macrophage avg_logFC,KEGG name,Rheumatoid arthritis,66,0.267338616,0.000174502,0.00683051,0.117323163,0.043243794
B_cells avg_logFC,KEGG name,Colorectal cancer,57,0.26686753,0.000497101,0.007168718,0.08988503,0.095672421
Type_2_pneumocytes avg_logFC,KEGG name,RIG-I-like receptor signaling pathway,52,0.266604487,0.000884878,0.006216836,0.055006485,0.037450504
